FREQ	CALLSIGN	STATE	CITY	PWR-D	PWR-N	PWR-C	LATITUDE	LONGITUDE	STATUS
930	WIZR	NY	JOHNSTOWN	1000	28		42.9983	-74.3586	
930	WEOL	OH	ELYRIA	1000	1000		41.2694	-82.0044	
930	WKY	OK	OKLAHOMA CITY	5000	510		35.5619	-97.5067	
930	KAGI	OR	GRANTS PASS	5000	123		42.4378	-123.3575	
930	WHLM	PA	BLOOMSBURG	2000	18		41.0167	-76.4622	
930	WYAC	PR	CABO ROJO	2500	2500		18.1014	-67.1547	
930	KSDN	SD	ABERDEEN	5000	1000		45.4247	-98.5175	
930	WSEV	TN	SEVIERVILLE	5000	148		35.8783	-83.5550	
930	WWON	TN	WAYNESBORO	470	91		35.3083	-87.7450	
930	KDET	TX	CENTER	1000	36		31.8342	-94.2147	
930	KLUP	TX	TERRELL HILLS	5000	1000		29.5186	-98.4036	
930	WLLL	VA	LYNCHBURG	9000	42		37.4069	-79.2325	
930	KBAI	WA	BELLINGHAM	1000	500		48.7981	-122.4669	
930	KYAK	WA	YAKIMA	10000	127		46.6133	-120.4825	
930	WLBL	WI	AUBURNDALE	5000	70		44.6133	-90.0372	
930	WRVC	WV	HUNTINGTON	5000	1000		38.4008	-82.4950	
930	KROE	WY	SHERIDAN	5000	117		44.7983	-106.9308	
940	KGMS	AZ	TUCSON	1000	250		32.2008	-111.0181	
940	KYNO	CA	FRESNO	50000	50000		36.4889	-119.3258	
940	WINE	CT	BROOKFIELD	680	4		41.4931	-73.4292	
940	WLQH	FL	CHIEFLAND	780	15		29.5152	-82.8847	
940	WINZ	FL	MIAMI	50000	10000		25.9600	-80.2703	
940	WMAC	GA	MACON	50000	10000		32.8850	-83.7306	
940	KKNE	HI	WAIPAHU	10000	10000		21.4453	-158.0636	
940	KPSZ	IA	DES MOINES	10000	5000		41.4764	-93.3739	
940	KDIL	ID	JEROME	1000	250		42.7272	-114.6269	
940	WMIX	IL	MOUNT VERNON	5000	1500		38.3542	-89.0081	
940	WCND	KY	SHELBYVILLE	250	10		38.2133	-85.1711	
940	WYLD	LA	NEW ORLEANS	10000	500		29.8992	-90.0047	
940	WGFP	MA	WEBSTER	1000	4		42.0547	-71.8333	
940	WIDG	MI	ST. IGNACE	5000	4		45.8622	-84.7819	
940	KSWM	MO	AURORA	1000	25		36.9942	-93.7161	
940	WCPC	MS	HOUSTON	31000	7		33.9286	-89.0097	
940	WKYK	NC	BURNSVILLE	4600	250		35.9256	-82.2722	
940	KVSH	NE	VALENTINE	5000	19		42.8650	-100.5186	
940	WCIT	OH	LIMA	250	6		40.7225	-84.0844	
940	KWBY	OR	WOODBURN	10000	200		45.1761	-122.8492	
940	WGRP	PA	GREENVILLE	1000	2		41.3861	-80.4097	
940	WADV	PA	LEBANON	1000	5		40.3728	-76.3647	
940	WIPR	PR	SAN JUAN	10000	10000		18.4267	-66.1414	
940	WECO	TN	WARTBURG	5000	16		36.0967	-84.5919	
940	KIXZ	TX	AMARILLO	5000	1000		35.1547	-101.7578	
940	KTFS	TX	TEXARKANA	2500	11		33.4078	-94.0458	
940	WNRG	VA	GRUNDY	5000	14		37.3022	-82.1178	
940	WFAW	WI	FORT ATKINSON	500	550		42.9067	-88.7517	
940	WXNK	WI	SHELL LAKE	1000			45.6933	-91.9658	
940	KMER	WY	KEMMERER	240	150		41.7994	-110.5456	
950	WZKD	AL	MONTGOMERY	1000	45		32.4214	-86.1644	
950	KXJK	AR	FORREST CITY	5000	87		34.9814	-90.8575	
950	KFSA	AR	FORT SMITH	1000	500		35.4328	-94.4703	
950	KAHI	CA	AUBURN	5000	5000		38.8578	-121.0275	
950	KKSE	CO	PARKER	5000	5000		39.8750	-104.9333	
950	WORL	FL	ORLANDO	12000	5000		28.5356	-81.4489	
950	WGUN	GA	VALDOSTA		63		30.8036	-83.3556	
950	WGUN	GA	VALDOSTA	3500			30.8036	-83.3556	
950	KOEL	IA	OELWEIN	5000	500		42.6558	-91.9006	
950	KMHR	ID	BOISE	3500	35		43.6278	-116.5078	
950	KOZE	ID	LEWISTON	5000	1000		46.3922	-117.0342	
950	WNTD	IL	CHICAGO	1000	5000		41.6367	-87.5528	
950	WXLW	IN	INDIANAPOLIS	1000	13		39.8514	-86.2444	
950	KJRG	KS	NEWTON	500	147		38.0442	-97.3725	
950	WYWY	KY	BARBOURVILLE	1000	52		36.8411	-83.8728	Silent
950	KRRP	LA	COUSHATTA		209		31.9469	-93.3369	
950	KRRP	LA	COUSHATTA	500			31.9469	-93.3369	
950	WROL	MA	BOSTON	5000	90		42.4358	-70.9931	
950	WCTN	MD	POTOMAC-CABIN JOHN	2500	350		39.0367	-77.2025	
950	WWJ	MI	DETROIT	50000	50000		42.0192	-83.2397	
950	KTNF	MN	ST. LOUIS PARK	1000	1000		44.8689	-93.4197	
950	KWOS	MO	JEFFERSON CITY	5000	500		38.5203	-92.1783	
950	WHSY	MS	HATTIESBURG	5000	64		31.3758	-89.3303	
950	KCAP	MT	HELENA	5000	5000		46.6744	-112.0181	
950	WPET	NC	GREENSBORO	540	41		36.0617	-79.7931	
950	KNFT	NM	BAYARD	5000	224		32.7808	-108.1994	
950	KDCE	NM	ESPANOLA	4200	80		36.0022	-106.0664	
950	WHVW	NY	HYDE PARK	500	57		41.7461	-73.9128	
950	WROC	NY	ROCHESTER	1000	1000		43.1069	-77.5975	
950	WIBX	NY	UTICA	5000	5000		43.1033	-75.3419	
950	WIXZ	OH	STEUBENVILLE	1000	35		40.4469	-80.5683	
950	KTBR	OR	ROSEBURG	3400	20		43.1689	-123.3744	
950	WKDN	PA	PHILADELPHIA	43000	21000		40.1542	-75.3694	
950	WCDC	SC	MONCKS CORNER	10000	6000		33.2056	-80.0644	
950	WORD	SC	SPARTANBURG	5000	5000		34.9814	-81.9872	
950	KWAT	SD	WATERTOWN	1000	1000		44.8700	-97.1136	
950	WAKM	TN	FRANKLIN	5000	75		35.9061	-86.9058	
950	KPRC	TX	HOUSTON	5000	5000		29.8053	-95.2786	
950	KJTV	TX	LUBBOCK	5000	500		33.5822	-101.8256	
950	WXGI	VA	RICHMOND	3900	45		37.5144	-77.5078	
950	KJR	WA	SEATTLE	50000	50000		47.4333	-122.4672	
950	WERL	WI	EAGLE RIVER	1000	51		45.9756	-89.2456	
950	WCLB	WI	SHEBOYGAN	500	11		43.7425	-87.8167	
950	WBES	WV	CHARLESTON	5000	1000		38.3864	-81.7142	
960	KABN	AK	KENAI	1000	1000		60.5672	-151.1325	
960	WERC	AL	BIRMINGHAM	5000	5000		33.5339	-86.8519	
960	WLPR	AL	PRICHARD	6000	32		30.7639	-88.1100	
960	KCGS	AR	MARSHALL	5000	44		35.9156	-92.6389	
960	KKNT	AZ	PHOENIX	5000	5000		33.6928	-112.0025	
960	KIXW	CA	APPLE VALLEY	5000	20		34.5167	-117.2264	
960	KNEW	CA	OAKLAND	5000	5000		37.8278	-122.3147	
960	WELI	CT	NEW HAVEN	5000	5000		41.3706	-72.9375	
960	WGRO	FL	LAKE CITY	500	1000		30.1964	-82.6800	
960	WSVU	FL	NORTH PALM BEACH	2400	1400		26.8169	-80.2519	
960	WJYZ	GA	ALBANY	5000	390		31.6181	-84.1753	
960	WRFC	GA	ATHENS	5000	2500		33.9994	-83.4333	
960	KMA	IA	SHENANDOAH	5000	5000		40.7800	-95.3564	
960	KSRA	ID	SALMON	1000	56		45.1839	-113.8700	
960	WDLM	IL	EAST MOLINE	1000	102		41.4158	-90.3983	
960	WSBT	IN	SOUTH BEND	5000	5000		41.6167	-86.2169	
960	WPRT	KY	PRESTONSBURG	3800	13		37.6461	-82.7961	
960	KROF	LA	ABBEVILLE	1000	95		30.0111	-92.1225	
960	WFGL	MA	FITCHBURG	2500	1000		42.5900	-71.8286	
960	WTGM	MD	SALISBURY	5000	5000		38.4289	-75.6239	
960	WHAK	MI	ROGERS CITY	5000	136		45.3981	-83.9219	
960	KLTF	MN	LITTLE FALLS	5000	38		46.0044	-94.3283	
960	KZIM	MO	CAPE GIRARDEAU	5000	500		37.3164	-89.4850	
960	WABG	MS	GREENWOOD	1000	500		33.5550	-90.2056	
960	KFLN	MT	BAKER	5000	91		46.3753	-104.2736	
960	WCRU	NC	DALLAS	10000	500		35.3008	-81.1703	
960	WRNS	NC	KINSTON	5000	1000		35.2825	-77.6525	
960	KNEB	NE	SCOTTSBLUFF	5000	350		41.7917	-103.6414	
960	KNDN	NM	FARMINGTON	5000	163		36.7300	-108.2297	
960	WEAV	NY	PLATTSBURGH	5000	5000		44.5742	-73.4483	
960	WKVX	OH	WOOSTER	1000	32		40.7919	-81.9047	
960	KGWA	OK	ENID	1000	1000		36.4369	-97.9211	
960	KLAD	OR	KLAMATH FALLS	5000	5000		42.1625	-121.6503	
960	WHYL	PA	CARLISLE	5000	22		40.1928	-77.1744	
960	WATS	PA	SAYRE	5000	50		41.9967	-76.5008	
960	WDNO	PR	QUEBRADILLAS	1000	1000		18.4192	-66.8939	
960	WQLA	TN	LA FOLLETTE	1000	33		36.3672	-84.1472	
960	WBMC	TN	MCMINNVILLE	500	38		35.6667	-85.7764	
960	KIMP	TX	MOUNT PLEASANT	1000	75		33.1650	-95.0075	
960	KGKL	TX	SAN ANGELO	5000	1000		31.4944	-100.4144	
960	KOVO	UT	PROVO	5000	140		40.2061	-111.6697	
960	WFIR	VA	ROANOKE	10000	5000		37.2553	-79.9594	
960	KALE	WA	RICHLAND	5000	1000		46.2428	-119.1781	
960	WTCH	WI	SHAWANO	1000	1000		44.7808	-88.6311	
970	KFBX	AK	FAIRBANKS	10000	10000		64.8800	-147.6747	
970	WTBF	AL	TROY	5000	45		31.8347	-85.9333	
970	KNEA	AR	JONESBORO	1000	41		35.8547	-90.7292	
970	KVWM	AZ	SHOW LOW	5000	195		34.2111	-110.0056	
970	KHTY	CA	BAKERSFIELD	1000	5000		35.4500	-118.9467	
970	KNWZ	CA	COACHELLA	5000	360		33.6867	-116.1578	
970	KESP	CA	MODESTO	1000	1000		37.6897	-120.9533	
970	KFEL	CO	PUEBLO	3200	185		38.2658	-104.6789	
970	WNNR	FL	JACKSONVILLE	1000	164		30.3856	-81.6678	
970	WFLA	FL	TAMPA	25000	11000		28.0206	-82.6094	
970	WNIV	GA	ATLANTA	5000	39		33.8097	-84.3539	
970	WVOP	GA	VIDALIA	4000	60		32.2200	-82.4353	
970	KKRK	ID	RUPERT		900		42.6028	-113.7225	
970	KKRK	ID	RUPERT	2500			42.6019	-113.7225	
970	WMAY	IL	SPRINGFIELD	1000	500		39.8617	-89.5422	
970	WFSR	KY	HARLAN	5000	24		36.8672	-83.3267	
970	WGTK	KY	LOUISVILLE	5000	5000		38.3181	-85.7442	
970	KSYL	LA	ALEXANDRIA	1000	1000		31.3263	-92.4893	
970	WESO	MA	SOUTHBRIDGE	1000	21		42.0664	-71.9911	
970	WAMD	MD	ABERDEEN	300	500		39.5097	-76.1939	
970	WZAM	MI	ISHPEMING	5000	62		46.5056	-87.5400	
970	WKHM	MI	JACKSON	1000	1000		42.1928	-84.4289	
970	KQAQ	MN	AUSTIN	5000	500		43.7075	-92.9458	
970	WFQY	MS	BRANDON	350	90		32.2739	-90.0136	
970	KBUL	MT	BILLINGS	5000	5000		45.7431	-108.5433	
970	WRCS	NC	AHOSKIE	1000	80		36.2794	-77.0331	
970	WYSE	NC	CANTON	5000	30		35.5328	-82.8661	
970	WDAY	ND	FARGO	10000	10000		46.6467	-96.3639	
970	KJLT	NE	NORTH PLATTE	5000	55		41.1600	-100.8786	
970	WNYM	NJ	HACKENSACK	50000	5000		40.9111	-74.0283	
970	KNIH	NV	PARADISE	5000	500		36.0111	-115.2411	
970	WDCZ	NY	BUFFALO	5000	5000		42.7447	-78.8869	
970	WCHN	NY	NORWICH	1000	34		42.5064	-75.4928	
970	WFUN	OH	ASHTABULA	5000	1000		41.8144	-80.7792	
970	WATH	OH	ATHENS	1000	26		39.3444	-82.1058	
970	KCFO	OK	TULSA	2500	1000		36.1961	-96.0394	
970	KUFO	OR	PORTLAND	5000	5000		45.5156	-122.7322	
970	WBLF	PA	BELLEFONTE	1000	70		40.9033	-77.7683	
970	WBGG	PA	PITTSBURGH	5000	5000		40.5108	-80.0075	
970	WWRK	SC	FLORENCE	10000	31		34.2339	-79.7808	
970	WDNT	TN	SPRING CITY	500	24		35.6664	-84.8789	
970	KIXL	TX	DEL VALLE	1000	1000		30.3203	-97.6236	
970	KHVN	TX	FORT WORTH	1000	270		32.7989	-97.2953	
970	WMPW	VA	DANVILLE	1000	54		36.5594	-79.3672	
970	WKCI	VA	WAYNESBORO	5000	1000		38.0867	-78.9117	
970	WSTX	VI	CHRISTIANSTED	5000	1000		17.7564	-64.6939	
970	KTTO	WA	SPOKANE	5300	750		47.6161	-117.3653	
970	WHA	WI	MADISON	5000	51		43.0417	-89.4094	
970	WDUL	WI	SUPERIOR	1000	26		46.7244	-92.1197	
970	WWYO	WV	PINEVILLE	1000	26		37.5889	-81.5403	
980	KCAB	AR	DARDANELLE	5000	32		35.2222	-93.1689	
980	KNTR	AZ	LAKE HAVASU CITY	1000	49		34.5033	-114.3578	
980	KWSW	CA	EUREKA	5000	500		40.8006	-124.1275	
980	KEYQ	CA	FRESNO	500	48		36.7411	-119.8533	
980	KFWB	CA	LOS ANGELES	5000	5000		34.0697	-118.1931	
980	KDBV	CA	SALINAS	10000	10000		36.7328	-121.5922	
980	KGLN	CO	GLENWOOD SPRINGS	2000	225		39.5528	-107.3300	
980	WXLM	CT	GROTON	1000	72		41.3847	-72.0703	
980	WTEM	DC	WASHINGTON	50000	5000		38.9619	-76.9733	
980	WDVH	FL	GAINESVILLE	5000	166		29.6239	-82.2886	
980	WRNE	FL	GULF BREEZE	4000	1000		30.4856	-87.0836	
980	WTOT	FL	MARIANNA	1000	340		30.7836	-85.2550	
980	WTPA	FL	POMPANO BEACH	5000	2500		26.1802	-80.2208	
980	WKLY	GA	HARTWELL	1000	149		34.3578	-82.9764	
980	WDDO	GA	PERRY	2600	80		32.5556	-83.7372	
980	WDYN	GA	ROSSVILLE	500	113		34.9650	-85.3000	
980	KSPZ	ID	AMMON	5000	1000		43.5231	-112.0100	
980	KSGM	IL	CHESTER	1000	470		37.7878	-89.9058	
980	WITY	IL	DANVILLE	1000	1000		40.0781	-87.6389	
980	KOKA	LA	SHREVEPORT	5000	79		32.5261	-93.8219	
980	WCAP	MA	LOWELL	5000	5000		42.6544	-71.3619	
980	WAKV	MI	OTSEGO	1000	101		42.4592	-85.7328	
980	KKMS	MN	RICHFIELD	5000	5000		44.7883	-93.2150	
980	KMBZ	MO	KANSAS CITY	9000	5000		39.0403	-94.5083	
980	WAAV	NC	LELAND	5000	5000		34.2483	-78.0017	
980	WTOB	NC	WINSTON-SALEM	1300	49		36.1111	-80.2433	
980	KICA	NM	CLOVIS	1400	172		34.3486	-102.9550	
980	KMIN	NM	GRANTS	5000	230		35.0975	-107.8719	
980	KVLV	NV	FALLON	5000			39.4964	-118.8139	
980	WOFX	NY	TROY	5000	5000		42.7822	-73.8353	
980	WONE	OH	DAYTON	5000	5000		39.6675	-84.1669	
980	WILK	PA	WILKES-BARRE	5000	1000		41.2283	-75.9481	
980	WAZS	SC	SUMMERVILLE	1000	131		33.0326	-80.2002	
980	WULR	SC	YORK	3000	167		34.9031	-81.0925	
980	KDSJ	SD	DEADWOOD	5000	1000		44.3825	-103.6622	
980	WYFN	TN	NASHVILLE	5000	5000		36.2069	-86.6736	
980	KQUE	TX	ROSENBURG-RICHMOND	5000	4000		29.8219	-95.8828	
980	KSVC	UT	RICHFIELD	10000	1000		38.7611	-112.0764	
980	WWTB	VA	BRISTOL	5000	1000		36.6083	-82.1600	
980	WJYK	VA	CHASE CITY	1000	26		-0.0000	-0.0000	
980	KTCR	WA	SELAH	5000	500		46.6403	-120.5967	
980	WPFP	WI	PARK FALLS	1000	105		45.9178	-90.4494	
980	WPRE	WI	PRAIRIE DU CHIEN	1000	30		43.0608	-91.1572	
980	WCUB	WI	TWO RIVERS	5000	5000		44.0639	-87.6969	
980	WHAW	WV	LOST CREEK	2500	47		39.0403	-80.4544	
990	WEIS	AL	CENTRE	1000	30		34.1500	-85.6853	
990	WLDX	AL	FAYETTE	1000	42		33.6850	-87.8211	
990	KTKT	AZ	TUCSON	10000	490		32.2553	-111.0089	
990	KATD	CA	PITTSBURG	10000	5000		38.5047	-121.1800	
990	KTMS	CA	SANTA BARBARA		500		34.4708	-119.6758	
990	KTMS	CA	SANTA BARBARA	5000			34.4708	-119.6758	
990	KRKS	CO	DENVER	6500	390	4200	39.7992	-104.9700	
990	WNTY	CT	SOUTHINGTON	2500	80		41.5831	-72.8836	
990	WMYM	FL	KENDALL	7500	5000		25.6264	-80.5211	
990	WTLN	FL	ORLANDO	50000	14000		28.5742	-81.4628	
990	WISK	GA	LAWRENCEVILLE	2500			33.9531	-83.9708	
990	KIKI	HI	HONOLULU	5000	5000		21.3239	-157.8755	
990	KAYL	IA	STORM LAKE	250	6		42.6347	-95.1694	
990	WITZ	IN	JASPER	1000	6		38.3506	-86.9406	
990	WNAP	IN	MUNCIE	250	1		40.1150	-85.3672	
990	KRSL	KS	RUSSELL	250	30		38.9061	-98.8608	
990	WWKY	KY	WINCHESTER	1000	20		38.0139	-84.1544	
990	WGSO	LA	NEW ORLEANS	600	310		29.9569	-90.1592	
990	WDEO	MI	YPSILANTI	9200			42.2647	-83.6131	
990	WDEO	MI	YPSILANTI		250		42.2653	-83.6117	
990	KRMO	MO	CASSVILLE	2500	47		36.9375	-93.9250	
990	WABO	MS	WAYNESBORO	1000	100		31.6778	-88.6703	
990	WEEB	NC	SOUTHERN PINES	10000	30	5000	35.1961	-79.4128	
990	WBTE	NC	WINDSOR	1000	25		35.9667	-76.9483	
990	KSVP	NM	ARTESIA	1000	250		32.8247	-104.3997	
990	WDCX	NY	ROCHESTER	5000	2500		43.2317	-77.8667	
990	WTIG	OH	MASSILLON	250	112		40.8325	-81.5608	
990	KTHH	OR	ALBANY	250	9		44.5953	-123.1261	
990	WNTP	PA	PHILADELPHIA	50000	10000		40.0953	-75.2769	
990	WNTI	PA	SOMERSET	10000	100		40.0253	-79.0950	
990	WPRA	PR	MAYAGUEZ	910	910		18.1692	-67.1506	
990	WNML	TN	KNOXVILLE	10000	10000		36.0425	-83.8997	
990	KWAM	TN	MEMPHIS	10000	450		35.1344	-90.0939	
990	KZZB	TX	BEAUMONT	1000	1000		30.1492	-94.1331	
990	KFCD	TX	FARMERSVILLE	7000	920		33.1169	-96.2797	
990	KAML	TX	KENEDY-KARNES CITY	250	70		28.8506	-97.8800	
990	WNRV	VA	NARROWS-PEARISBURG	5000			37.3442	-80.7767	
990	WREJ	VA	RICHMOND	1000	13		37.5278	-77.3800	
1000	WKLF	AL	CLANTON	1000			32.8319	-86.6933	
1000	WDJL	AL	HUNTSVILLE	1100			34.7797	-86.6544	
1000	WJNZ	AL	ROBERTSDALE	1000			30.5369	-87.7050	
1000	KFLG	AZ	BULLHEAD CITY	1000			35.1694	-114.6339	
1000	KCEO	CA	VISTA	10000	900		33.2328	-117.2697	
1000	WYBT	FL	BLOUNTSTOWN	5000			30.4542	-85.0422	
1000	WJBW	FL	JUPITER	650	17		26.9389	-80.1167	Silent
1000	WMVP	IL	CHICAGO	50000	50000		41.8181	-87.9883	
1000	WKVG	KY	JENKINS	1000			37.1664	-82.6203	
1000	WCMX	MA	LEOMINSTER	1000			42.5236	-71.7353	
1000	WXTN	MS	BENTON	5000			33.1108	-90.0392	
1000	WRTG	NC	GARNER	1000			35.7306	-78.6033	
1000	KKIM	NM	ALBUQUERQUE	10000	53		35.0511	-106.6428	
1000	WLNL	NY	HORSEHEADS	5000		2500	42.1539	-76.8464	
1000	WCCD	OH	PARMA	500			41.3197	-81.7686	
1000	KTOK	OK	OKLAHOMA CITY	5800	5800		35.3581	-97.4633	
1000	WIOO	PA	CARLISLE	15000		2700	40.1583	-77.1969	
1000	KSOO	SD	SIOUX FALLS	10000	100		43.4869	-96.5967	
1000	WHNY	TN	PARIS	5000			36.3139	-88.2925	
1000	WHNY	TN	PARIS			2500	36.3139	-88.2925	
1000	KSTA	TX	COLEMAN	250			31.8544	-99.4267	
1000	KBIB	TX	MARION	250			29.5692	-98.1631	
1000	WGVY	VA	ALTAVISTA	1000			37.1222	-79.2889	
1000	WVWI	VI	CHARLOTTE AMALIE	5000	1000		18.3364	-64.9447	
1000	KNWN	WA	SEATTLE	50000	50000		47.4636	-122.4408	
1010	KXXT	AZ	TOLLESON	15000	250		33.4453	-112.2064	
1010	KCHJ	CA	DELANO	5000	1000		35.8111	-119.3217	
1010	KIQI	CA	SAN FRANCISCO	10000	10000		37.8261	-122.3103	
1010	KSIR	CO	BRUSH	25000	280		40.3139	-103.5917	
1010	WJXL	FL	JACKSONVILLE BEACH	50000	30000		30.2992	-82.0072	
1010	WHFS	FL	SEFFNER	50000	5000		27.9903	-82.2517	
1010	WTZA	GA	ATLANTA	50000	78	45000	33.6986	-84.2897	Silent
1010	KRNI	IA	MASON CITY	760	16		43.1419	-93.1111	
1010	WCSI	IN	COLUMBUS	330	18		39.1867	-85.9500	
1010	KIND	KS	INDEPENDENCE	250	32		37.2617	-95.7664	
1010	WCKW	LA	GARYVILLE	500	42		30.0764	-90.6214	Silent
1010	WOLB	MD	BALTIMORE	250	30		39.3017	-76.5692	
1010	WMIN	MN	SAUK RAPIDS	1700	240		45.6050	-94.1392	
1010	KCHI	MO	CHILLICOTHE	250	37		39.7642	-93.5558	
1010	KXEN	MO	ST. LOUIS	160	14		38.6358	-90.1958	
1010	WMOX	MS	MERIDIAN	10000	1000		32.3950	-88.6578	
1010	WSPC	NC	ALBEMARLE	1000	64		35.3869	-80.1922	
1010	WKJW	NC	BLACK MOUNTAIN	47000	90		35.5914	-82.4147	
1010	WWMC	NC	KINSTON	1000	78		35.2842	-77.6647	
1010	WCNL	NH	NEWPORT	10000	37		43.3644	-72.1797	
1010	WINS	NY	NEW YORK	50000	50000		40.8039	-74.1067	
1010	WIOI	OH	NEW BOSTON	1000	22		38.7300	-82.9528	
1010	KOOR	OR	MILWAUKIE	4500		1100	45.4842	-122.4111	
1010	WHIN	TN	GALLATIN	5000	47		36.4333	-86.4667	
1010	WORM	TN	SAVANNAH	250	27		35.2400	-88.2414	Silent
1010	KDJW	TX	AMARILLO	5000	500		35.1842	-101.6911	
1010	KLAT	TX	HOUSTON	5000	3600		29.8622	-95.5117	
1010	KBBW	TX	WACO	10000	2500		31.5019	-96.9650	
1010	KIHU	UT	TOOELE	50000	194	42000	40.7208	-112.0414	
1010	WUKZ	VA	MARION	1000			36.8561	-81.5050	
1010	WHKT	VA	PORTSMOUTH	5000	449		36.8222	-76.4439	Silent
1010	WPCN	WI	STEVENS POINT	1000	10		44.5381	-89.5953	
1010	WCST	WV	BERKELEY SPRINGS	270	17		39.6167	-78.2175	
1020	KVNT	AK	EAGLE RIVER	10000	10000		61.4853	-149.7639	
1020	KTNQ	CA	LOS ANGELES	50000	50000		34.0333	-117.9833	
1020	WHDD	CT	SHARON	2500		1800	41.9764	-73.5242	
1020	WLVJ	FL	BOYNTON BEACH	4700	1500		26.4739	-80.2031	
1020	WCIL	IL	CARBONDALE	1000			37.7253	-89.2569	
1020	WPEO	IL	PEORIA	1000			40.6981	-89.5253	
1020	KJJK	MN	FERGUS FALLS	2000	370		46.2453	-95.9794	
1020	KMMQ	NE	PLATTSMOUTH	50000	1400		41.0858	-95.7125	
1020	WWAC	NJ	OCEAN CITY/SOMERS PO	1900		680	39.2292	-74.6817	
1020	KCKN	NM	ROSWELL	50000	50000		33.4647	-104.4994	
1020	KOKP	OK	PERRY	400	250		36.2597	-97.2169	
1020	KDKA	PA	PITTSBURGH	50000	50000		40.5592	-79.9531	
1020	WOQI	PR	ADJUNTAS	1000	280		18.1511	-66.7133	
1020	WRIX	SC	HOMELAND PARK	10000			34.4706	-82.6342	
1020	KWIQ	WA	MOSES LAKE NORTH	2000	400		47.1633	-119.3608	
1020	KDYK	WA	UNION GAP	4000	400		46.5706	-120.4542	
1030	KFAY	AR	FARMINGTON	6000	1000		36.1094	-94.1836	
1030	KVOI	AZ	CORTARO	10000	1000		32.3475	-111.0719	
1030	KJDJ	CA	SAN LUIS OBISPO	2500	700		35.2994	-120.6733	
1030	WONQ	FL	OVIEDO	45000	1700		28.6750	-81.1667	
1030	WEBS	GA	CALHOUN	5000	3		34.4903	-84.9178	
1030	WNVR	IL	VERNON HILLS	10000	120	3200	42.2528	-88.3958	
1030	KBUF	KS	HOLCOMB	2500	1200		38.0003	-100.8983	
1030	WBZ	MA	BOSTON	50000	50000		42.2789	-70.8761	
1030	WWGB	MD	INDIAN HEAD	50000			38.5656	-76.8181	
1030	WUFL	MI	STERLING HEIGHTS	5000			42.6047	-82.9111	
1030	WCTS	MN	MAPLEWOOD	50000	4000		44.8669	-92.9006	
1030	KCWJ	MO	BLUE SPRINGS	5000	500		39.0456	-94.2350	
1030	WDRU	NC	CREEDMOOR	50000			36.1786	-78.7583	
1030	WNOW	NC	MINT HILL	9400			35.1406	-80.6003	
1030	KDUN	OR	REEDSPORT	50000	630		43.7381	-124.0750	
1030	WOSO	PR	SAN JUAN	10000	10000		18.3686	-66.2547	
1030	WGSF	TN	MEMPHIS	50000	1000	10000	35.1831	-89.9381	
1030	WYCZ	TN	WHITE BLUFF	1000	250		36.1342	-87.2161	
1030	KCTA	TX	CORPUS CHRISTI	50000			27.9331	-97.2597	
1030	WGFC	VA	FLOYD	1000			36.9258	-80.2761	
1030	KMAS	WA	SHELTON	10000			47.2214	-123.0794	
1030	KMAS	WA	SHELTON		1000		47.2214	-123.0794	
1030	WTHQ	WV	POINT PLEASANT	10000		2900	38.8117	-82.0997	
1030	KTWO	WY	CASPER	50000	50000		42.8428	-106.2186	
1040	KURS	CA	SAN DIEGO	360	61		32.6942	-117.1214	
1040	KPPF	CO	MONUMENT	15000		2000	38.8189	-104.7756	
1040	WURN	FL	MIAMI	50000	5000		25.8428	-80.4200	
1040	WHBO	FL	PINELLAS PARK	3600	420		27.8472	-82.7725	
1040	WPBS	GA	CONYERS	50000		5500	33.6808	-84.0289	
1040	KLHT	HI	HONOLULU	10000	10000		21.3350	-157.8936	
1040	WHO	IA	DES MOINES	50000	50000		41.6528	-93.3503	
1040	WLCR	KY	MT WASHINGTON	1500			38.0031	-85.6808	
1040	WSGH	NC	LEWISVILLE	9100	182		36.1350	-80.5039	
1040	WCHR	NJ	FLEMINGTON	15000	1500	7500	40.5050	-74.9767	
1040	WYSL	NY	AVON	20000	500	13200	42.8544	-77.7108	
1040	KXPD	OR	TIGARD	2200	200		45.4739	-122.6592	
1040	WNVI	PR	MOCA	9000	250		18.2772	-67.1669	
1040	WJBE	TN	POWELL	10000		3000	36.0428	-84.0475	
1040	KGGR	TX	DALLAS	3300		2800	32.7786	-96.7308	
1050	WSGN	AL	ALEXANDER CITY	1000	48		32.9508	-85.9853	
1050	WWIC	AL	SCOTTSBORO	1000	100		34.6731	-86.0531	
1050	KJBN	AR	LITTLE ROCK	1000	19		34.7661	-92.2939	
1050	KJPG	CA	FRAZIER PARK	10000			35.0244	-118.9181	
1050	KCAA	CA	LOMA LINDA	1400	35		33.9894	-117.1861	
1050	KTCT	CA	SAN MATEO	50000			37.6506	-122.1506	
1050	KTCT	CA	SAN MATEO		10000		37.6506	-122.1506	
1050	WJSB	FL	CRESTVIEW	3100			30.7669	-86.5853	
1050	WROS	FL	JACKSONVILLE	5000	13		30.3539	-81.7392	
1050	WJCM	FL	SEBRING	1000	11		27.5083	-81.4222	
1050	WFAM	GA	AUGUSTA	5000	82		33.4556	-81.9386	
1050	WMNZ	GA	MONTEZUMA	250	41		32.2981	-84.0339	
