FREQ	CALLSIGN	STATE	CITY	PWR-D	PWR-N	PWR-C	LATITUDE	LONGITUDE	STATUS
540	WASG	AL	DAPHNE	2500	19		30.7456	-88.0944	
540	KRXA	CA	CARMEL VALLEY	10000	500		36.6600	-121.5414	
540	KVIP	CA	REDDING	2500	14		40.6236	-122.2803	
540	WFLF	FL	PINE HILLS	50000	46000		28.4814	-81.6619	
540	WDAK	GA	COLUMBUS	4000	38		32.4328	-84.9506	
540	KWMT	IA	FORT DODGE	5000	170		42.4958	-94.2092	
540	KMLB	LA	MONROE	4000	26		32.6219	-92.0642	
540	WGOP	MD	POCOMOKE CITY	500	243		38.0531	-75.5697	
540	WXYG	MN	SAUK RAPIDS	850	250		45.6050	-94.1392	
540	WRGC	NC	SYLVA	5000	190		35.3919	-83.2489	
540	WETC	NC	WENDELL-ZEBULON	10000	4400		35.8692	-78.4322	
540	KNMX	NM	LAS VEGAS	5000	20		35.5736	-105.1714	
540	WBWD	NY	ISLIP	10000	220		40.7517	-73.2139	
540	WWCS	PA	CANONSBURG	5000			40.2894	-80.1853	
540	WWCS	PA	CANONSBURG		500		40.2894	-80.1853	
540	WYNN	SC	FLORENCE	250	166		34.2181	-79.8083	
540	WKFN	TN	CLARKSVILLE	4000	55		36.5419	-87.3256	
540	KDFT	TX	FERRIS	1000	249		32.5144	-96.5739	
540	KYAH	UT	DELTA	1000	13		39.3367	-112.5558	
540	WGTH	VA	RICHLANDS	1000	97		37.0836	-81.7828	
540	WAUK	WI	JACKSON	400	400		43.3333	-88.1531	
550	KTZN	AK	ANCHORAGE	3100	5000		61.1661	-149.8261	
550	KFYI	AZ	PHOENIX	5000	1000		33.3881	-112.0061	
550	KUZZ	CA	BAKERSFIELD	5000	5000		35.3403	-118.9386	
550	KLLV	CO	BREEN	1800			37.1839	-108.0817	
550	KRAI	CO	CRAIG	5000	500		40.5458	-107.5311	
550	WAYR	FL	FLEMING ISLAND	5000	500		30.0725	-81.7900	
550	WDUN	GA	GAINESVILLE	10000	2500		34.3356	-83.7922	
550	KNUI	HI	WAILUKU	5000	5000		20.8906	-156.4889	
550	KFRM	KS	SALINA	5000	110		39.4344	-97.6603	
550	KTRS	MO	ST. LOUIS	5000	5000		38.6625	-90.1286	
550	KBOW	MT	BUTTE	5000	1000		45.9750	-112.5717	
550	WIOZ	NC	PINEHURST	1000	260		35.1511	-79.4778	
550	WAME	NC	STATESVILLE	500	53		35.7933	-80.8542	
550	KFYR	ND	BISMARCK	5000	5000		46.8533	-100.5436	
550	WGR	NY	BUFFALO	5000	5000		42.7697	-78.8436	
550	WKRC	OH	CINCINNATI	5000	1000		39.0081	-84.4442	
550	KOAC	OR	CORVALLIS	5000	5000		44.6367	-123.1925	
550	WPAB	PR	PONCE	5000	5000		17.9908	-66.6300	
550	WSJW	RI	PAWTUCKET	1000	500		41.9050	-71.3994	
550	KCRS	TX	MIDLAND	5000	1000		32.0694	-102.0294	
550	KTSA	TX	SAN ANTONIO	5000	5000		29.4961	-98.4150	
550	WSVA	VA	HARRISONBURG	5000	1000		38.4511	-78.9081	
550	WDEV	VT	WATERBURY	5000	1000		44.3547	-72.7519	
550	KARI	WA	BLAINE	5000	2500		48.9542	-122.7433	
550	WSAU	WI	WAUSAU	15000	20000		44.8572	-89.5869	
560	WOOF	AL	DOTHAN	5000	118		31.2181	-85.3528	
560	KBLU	AZ	YUMA	1000	1000		32.7233	-114.6428	
560	KSFO	CA	SAN FRANCISCO		5000		37.7456	-122.3778	
560	KSFO	CA	SAN FRANCISCO	5000			37.7456	-122.3778	
560	KLZ	CO	DENVER	5000	5000		39.8433	-104.9539	
560	WQAM	FL	MIAMI	4100	1000		25.8394	-80.1897	
560	WIND	IL	CHICAGO	5000	5000		41.5650	-87.4197	
560	WMIK	KY	MIDDLESBORO	2500			36.6272	-83.7144	
560	WMIK	KY	MIDDLESBORO		88		36.6272	-83.7144	
560	WHYN	MA	SPRINGFIELD	5000	1000		42.1936	-72.6839	
560	WFRB	MD	FROSTBURG	5000	55		39.6834	-78.9653	
560	WGAN	ME	PORTLAND	5000	5000		43.6900	-70.3181	
560	WRDT	MI	MONROE	500	14		42.4536	-83.1639	
560	WEBC	MN	DULUTH	5000	5000		46.6436	-91.9858	
560	KWTO	MO	SPRINGFIELD	5000	4000		36.9444	-93.2214	
560	KMON	MT	GREAT FALLS	5000	5000		47.4247	-111.2889	
560	WGAI	NC	ELIZABETH CITY	1000	500		36.3378	-76.2469	
560	WFIL	PA	PHILADELPHIA	5000	5000		40.0950	-75.2772	
560	WVOC	SC	COLUMBIA	5000	5000		34.0319	-81.1419	
560	WNSR	TN	BRENTWOOD	4500	75		36.1411	-86.7564	
560	WHBQ	TN	MEMPHIS	5000	1000		35.2533	-90.0475	
560	KLVI	TX	BEAUMONT	5000	5000		30.0456	-93.8686	
560	KPQ	WA	WENATCHEE	5000	5000		47.4533	-120.3286	
560	WJLS	WV	BECKLEY	4500	470		37.7589	-81.1867	
567	KGUM	GU	AGANA	10000	10000		13.3911	144.7617	
570	WAAX	AL	GADSDEN	5000	500		33.9792	-86.0025	
570	KCFJ	CA	ALTURAS	5000	42		41.3056	-120.5139	
570	KLAC	CA	LOS ANGELES	5000	5000		34.0697	-118.1933	
570	WTBN	FL	PINELLAS PARK	5000	5000		28.2111	-82.5294	
570	KUAI	HI	ELEELE	1000	1000		21.9919	-159.4058	
570	WKYX	KY	PADUCAH	1000	500		37.0147	-88.6128	
570	WIDS	KY	RUSSELL SPRINGS	500	42		37.0942	-85.0803	
570	WWRC	MD	BETHESDA	5000	1000		39.1342	-77.3039	
570	WWNC	NC	ASHEVILLE	5000	5000		35.5969	-82.6067	
570	WQDR	NC	RALEIGH	1000	40		35.7931	-78.7614	
570	KWML	NM	LAS CRUCES	5000	155		32.3092	-106.8233	
570	WMCA	NY	NEW YORK	5000	5000		40.7528	-74.1042	
570	WSYR	NY	SYRACUSE	5000	5000		42.9869	-76.1525	
570	WKBN	OH	YOUNGSTOWN	5000	5000		40.9853	-80.6006	
570	WNAX	SD	YANKTON	5000	5000		42.9131	-97.3161	
570	KLIF	TX	DALLAS	5000	2400		32.9447	-96.9403	
570	KNRS	UT	SALT LAKE CITY	5000	5000		40.8192	-111.9322	
570	KVI	WA	SEATTLE	5000	5000		47.4219	-122.4289	
570	WMAM	WI	MARINETTE	250	100		45.1006	-87.6250	
580	WACQ	AL	TUSKEGEE	500	139		32.3767	-85.6578	
580	KSAZ	AZ	MARANA	5000	390		32.4531	-111.2844	
580	KMJ	CA	FRESNO	50000	50000		36.6592	-119.3464	
580	KUBC	CO	MONTROSE	5000	1000		38.4256	-107.8825	
580	WDBO	FL	ORLANDO	5000	5000		28.6197	-81.4097	
580	WGAC	GA	AUGUSTA	5000	840		33.5247	-81.9086	
580	KIDO	ID	NAMPA	5000	5000		43.5597	-116.4006	
580	WILL	IL	URBANA	5000	100		40.0808	-88.2361	
580	WIBW	KS	TOPEKA	5000	5000		39.0847	-95.7828	
580	KJMJ	LA	ALEXANDRIA	5000	1000		31.3083	-92.4158	
580	WTAG	MA	WORCESTER	5000	5000		42.3369	-71.8208	
580	WTCM	MI	TRAVERSE CITY	50000	1100		44.7217	-85.7050	
580	WELO	MS	TUPELO	770	95		34.2381	-88.6953	
580	KANA	MT	ANACONDA	1000	197		46.1286	-112.9236	
580	WKSK	NC	WEST JEFFERSON	5000	34		36.4108	-81.4961	
580	KTMT	OR	ASHLAND	1000	1000		42.1642	-122.6478	
580	WHP	PA	HARRISBURG	5000	5000		40.3031	-76.9519	
580	WKAQ	PR	SAN JUAN	10000	10000		18.4322	-66.1358	
580	KZMX	SD	HOT SPRINGS	2300	310		43.4567	-103.4761	
580	WXRH	TN	ROCKWOOD	5000	49		35.8278	-84.6553	
580	KRFE	TX	LUBBOCK	500	290		33.5333	-101.8206	
580	WLVA	VA	LYNCHBURG	250	14		37.4208	-79.1153	
580	WKTY	WI	LA CROSSE	5000	740		43.7403	-91.2058	
580	WCHS	WV	CHARLESTON	5000	5000		38.3642	-81.7681	
590	KHAR	AK	ANCHORAGE	5000	5000		61.1200	-149.8953	
590	KTIE	CA	SAN BERNARDINO	2500	960		34.0722	-117.2978	
590	KCSJ	CO	PUEBLO	1000	1000		38.3583	-104.6369	
590	WAFC	FL	CLEWISTON	930	470		26.7294	-80.9136	
590	WDWD	GA	ATLANTA	12000	4500		33.8453	-84.6444	
590	KSSK	HI	HONOLULU	7500	7500		21.3239	-157.8755	
590	KID	ID	IDAHO FALLS	5000	1000		43.5597	-111.9208	Silent
590	KFNS	IL	WOOD RIVER	1000	1000		38.9286	-90.0856	
590	WVLK	KY	LEXINGTON	5000	1000		38.1117	-84.5775	
590	WEZE	MA	BOSTON	5000	5000		42.4067	-71.0872	
590	WJMS	MI	IRONWOOD	5000	113		46.4244	-90.2092	
590	WKZO	MI	KALAMAZOO	5000	5000		42.3486	-85.5633	
590	KGLE	MT	GLENDIVE	1000	111		47.0972	-104.7858	
590	WCAB	NC	RUTHERFORDTON	1000	228		35.3931	-81.9231	
590	KXSP	NE	OMAHA	5000	5000		41.3153	-95.9978	
590	WROW	NY	ALBANY	5000	1000		42.5736	-73.7867	
590	KUGN	OR	EUGENE	5000	5000		44.1008	-123.0517	
590	WARM	PA	SCRANTON	1800	430		41.4775	-75.8758	
590	WMBS	PA	UNIONTOWN	1000	1000		39.8597	-79.7456	
590	WWLX	TN	LAWRENCEBURG	600	133		35.2033	-87.3275	
590	KLBJ	TX	AUSTIN	5000	1000		30.2378	-97.6297	
590	KSUB	UT	CEDAR CITY	5000	1000		37.6972	-113.1831	
590	WLES	VA	BON AIR	1000	58		37.5144	-77.5078	
590	KQNT	WA	SPOKANE	5000	5000		47.6153	-117.2492	
600	KVNA	AZ	FLAGSTAFF	1000	70		35.1906	-111.6769	
600	KOGO	CA	SAN DIEGO	5000	5000		32.7211	-117.0694	
600	KCOL	CO	WELLINGTON	5000	500		40.6500	-105.0475	
600	WICC	CT	BRIDGEPORT	1000	500		41.1600	-73.1647	
600	WBOB	FL	JACKSONVILLE	50000	9700		30.3000	-81.7594	
600	WMT	IA	CEDAR RAPIDS	5000	5000		42.0611	-91.5450	
600	WKYH	KY	PAINTSVILLE	5000	43		37.7892	-82.7844	
600	WVOG	LA	NEW ORLEANS	1000	31		29.9569	-90.1592	
600	WCAO	MD	BALTIMORE	5000	5000		39.4297	-76.7617	
600	WFST	ME	CARIBOU	5000	127		46.8867	-68.0456	
600	WCHT	MI	ESCANABA	570	134		45.8053	-87.1703	
600	WSNL	MI	FLINT	440	250		42.9075	-83.8353	
600	KGEZ	MT	KALISPELL	5000	1000		48.1611	-114.2808	
600	WCVP	NC	MURPHY	1000	20		35.0667	-83.9994	
600	WSJS	NC	WINSTON-SALEM	5000	5000		36.1167	-80.3572	
600	KSJB	ND	JAMESTOWN	5000	5000		46.8175	-98.7094	
600	WRQX	OH	SALEM	1000	45		40.8297	-80.9303	
600	WFRM	PA	COUDERSPORT	1000	46		41.7531	-78.0008	
600	WYEL	PR	MAYAGUEZ	5000	5000		18.1775	-67.1708	
600	WREC	TN	MEMPHIS	5000	5000		35.1947	-90.0100	
600	KROD	TX	EL PASO	5000	5000		31.9156	-106.3925	
600	KTBB	TX	TYLER	5000	2500		32.2717	-95.2064	
600	WVAR	WV	RICHWOOD	1000	55		38.2306	-80.5469	
610	WAGG	AL	BIRMINGHAM	5000	610		33.4942	-86.8725	
610	KARV	AR	RUSSELLVILLE	1000	500		35.2989	-93.1525	
610	KAVL	CA	LANCASTER	4900	4000		34.7061	-118.1767	
610	KEAR	CA	SAN FRANCISCO	5000	5000		37.8494	-122.2956	
610	WSNG	CT	TORRINGTON	1000	500		41.7578	-73.0517	
610	WIOD	FL	MIAMI	5000	5000		25.8494	-80.1550	
610	WVTJ	FL	PENSACOLA	500	157		30.4525	-87.2406	
610	WPLO	GA	GRAYSON	1500	225		33.9531	-83.9708	
610	WCEH	GA	HAWKINSVILLE	500	126		32.2806	-83.4436	
610	WRUS	KY	RUSSELLVILLE	1800	59		36.8444	-86.9225	
610	KDAL	MN	DULUTH	5000	5000		46.7206	-92.1767	
610	KCSP	MO	KANSAS CITY	5000	5000		38.9842	-94.6283	
610	KOJM	MT	HAVRE	1000	1000		48.5800	-109.6483	
610	WFNZ	NC	CHARLOTTE	5000	1000		35.3008	-80.8883	
610	KCSR	NE	CHADRON	1000	118		42.8322	-103.0167	
610	WGIR	NH	MANCHESTER	5000	1000		43.0158	-71.4800	
610	KNML	NM	ALBUQUERQUE	5000	5000		35.0330	-106.6624	
610	WTVN	OH	COLUMBUS	5000	5000		39.8761	-82.9803	
610	KRTA	OR	MEDFORD	2500	5000		42.3875	-122.7697	
610	WTEL	PA	PHILADELPHIA	5000	5000		39.8653	-75.1094	
610	WEXS	PR	PATILLAS	250	1000		18.0100	-66.0244	
610	KILT	TX	HOUSTON	5000	5000		29.9178	-95.4258	
610	WPLY	VA	ROANOKE	5000	1000		37.3031	-80.0425	
610	WXVA	VA	WINCHESTER	380	500		39.1981	-78.2203	
610	KONA	WA	KENNEWICK-RICHLAND-P	5000	5000		46.1731	-119.0686	
620	KGTL	AK	HOMER	5000	5000		59.6842	-151.6308	
620	KTAR	AZ	PHOENIX	5000	5000		33.4789	-112.0017	
620	KIGS	CA	HANFORD	1000	1000		36.3264	-119.5664	
620	KMJC	CA	MOUNT SHASTA	1000	29		41.3192	-122.3097	
620	KJOL	CO	GRAND JUNCTION	5000	79		39.1264	-108.6369	
620	WDAE	FL	ST. PETERSBURG	5600	5500		27.8769	-82.5903	
620	WTRP	GA	LA GRANGE	2500	127		33.0592	-85.0278	
620	KMNS	IA	SIOUX CITY	1000	1000		42.3736	-96.4481	
620	WAKY	KY	LOUISVILLE	500	500		38.3164	-85.7022	
620	WZON	ME	BANGOR	5000	620		44.8297	-68.7839	
620	WJDX	MS	JACKSON	5000	1000		32.3822	-90.1906	
620	WDNC	NC	DURHAM	1500	41		35.9678	-78.8881	
620	WSNR	NJ	JERSEY CITY	3000	7600		40.7981	-74.1067	
620	WHEN	NY	SYRACUSE	5000	1000		43.0928	-76.1881	
620	KPOJ	OR	PORTLAND	25000	10000		45.4222	-122.5658	
620	WKHB	PA	IRWIN	5500	50		40.2889	-79.7011	
620	WFMV	SC	CAYCE	2500	126		33.9594	-81.0411	
620	WRJZ	TN	KNOXVILLE	5000	5000		35.9900	-83.8375	
620	KTNO	TX	PLANO	5000	4500		33.2428	-96.5414	
620	WVMT	VT	BURLINGTON	5000	5000		44.5344	-73.2208	
620	WTMJ	WI	MILWAUKEE	50000	10000		42.7078	-88.0658	
620	WWNR	WV	BECKLEY	5000	25		37.7550	-81.2367	
630	KJNO	AK	JUNEAU	5000	1000		58.3297	-134.4714	
630	KIAM	AK	NENANA	10000	3100		64.4786	-149.0861	
630	WAVU	AL	ALBERTVILLE	1000	28		34.2386	-86.1664	
630	KVMA	AR	MAGNOLIA	1000	30		33.2997	-93.2325	
630	KSUR	CA	MONTEREY	1000	1000		36.6911	-121.8000	
630	KHOW	CO	DENVER	5000	5000		39.9100	-104.9139	
630	WSBN	DC	WASHINGTON	10000	2700		39.1339	-77.3039	
630	WNEG	GA	TOCCOA	5000	44		34.5678	-83.3239	
630	KICH	GU	AGANA	10000	10000		13.4481	144.7561	
630	KFXD	ID	BOISE	5000	5000		43.5156	-116.3286	
630	WLAP	KY	LEXINGTON	5000	1000		38.1236	-84.4458	
630	WREY	MN	ST. PAUL	3000	2400		44.8669	-92.9006	
630	KYFI	MO	ST LOUIS	5000	5000		38.6717	-90.1144	
630	WAIZ	NC	HICKORY	1000	57		35.7228	-81.2781	
630	WMFD	NC	WILMINGTON	800	1000		34.2719	-77.9744	
630	KPLY	NV	RENO	5000	1000		39.5736	-119.8467	
630	KWRO	OR	COQUILLE	5000	46		43.1714	-124.1983	
630	WEJL	PA	SCRANTON	2000	32		41.4094	-75.6669	
630	WUNO	PR	SAN JUAN	5000	5000		18.4331	-66.2728	
630	WPRO	RI	PROVIDENCE	5000	5000		41.7744	-71.3231	
630	KSLR	TX	SAN ANTONIO		4300		29.5306	-98.1203	
630	KSLR	TX	SAN ANTONIO	5000			29.3914	-98.3500	
630	KCIS	WA	EDMONDS	5000	2500		47.8500	-122.1606	
630	KTRW	WA	OPPORTUNITY	530	53		47.6086	-117.3736	
630	WJAW	WV	ST. MARYS	1000			39.3950	-81.2303	
630	WJAW	WV	ST. MARYS		37		39.3950	-81.2303	
640	KYUK	AK	BETHEL	10000	10000		60.7825	-161.8833	
640	KFI	CA	LOS ANGELES	50000	50000		33.8797	-118.0131	
640	WMEN	FL	ROYAL PALM BEACH	7500	460		26.7550	-80.3667	
640	WVLG	FL	WILDWOOD	930	860		28.9044	-81.9600	
640	WBIN	GA	ATLANTA	50000	1000		33.7619	-84.4581	
640	WOI	IA	AMES	5000	1000		41.9928	-93.6908	
640	WMFN	IL	PEOTONE	4400	1600		41.3011	-87.8353	
640	KTIB	LA	THIBODAUX	5000	1000		29.8514	-90.9133	
640	WNNZ	MA	WESTFIELD	50000	1000		42.1794	-72.7514	
640	WFNC	NC	FAYETTEVILLE	10000	1000		35.0794	-78.9328	
640	WWJZ	NJ	MOUNT HOLLY	50000	950		39.9969	-74.7197	
640	WHLO	OH	AKRON	5000	500		41.0797	-81.6458	
640	KWPN	OK	MOORE	5000	1000		35.2892	-97.5022	
640	WXSM	TN	BLOUNTVILLE	10000	810		36.5219	-82.4236	
640	WCRV	TN	COLLIERVILLE	50000	480		34.9931	-89.8994	
650	KENI	AK	ANCHORAGE	50000	50000		61.1661	-149.8261	
650	KSTE	CA	RANCHO CORDOVA	21400	920		38.4797	-121.2772	
650	KPRP	HI	HONOLULU	10000	10000		21.4453	-158.0636	
650	WSRO	MA	ASHLAND	1500	100		42.2881	-71.4319	
650	WNMT	MN	NASHWAUK	10000	1000		47.3753	-93.0156	
650	WSM	TN	NASHVILLE	50000	50000		35.9972	-86.7922	
650	KIKK	TX	PASADENA	250			29.6883	-95.1747	
650	KMTI	UT	MANTI	10000	900		39.2942	-111.6369	
650	KGAB	WY	ORCHARD VALLEY	8500	500		41.0531	-104.8325	
660	KFAR	AK	FAIRBANKS	10000	10000		64.8086	-147.4942	
660	WXQW	AL	FAIRHOPE	10000	19		30.5972	-87.8828	
660	KTNN	AZ	WINDOW ROCK	50000	50000		35.8950	-109.1414	
660	KGSV	CA	OILDALE	8000	6000		35.4528	-118.9444	
660	WDYZ	FL	ALTAMONTE SPRINGS	3500	1000		28.6931	-81.3492	
660	WMIC	MI	SANDUSKY	1000			43.3928	-82.8350	
660	WBHR	MN	SAUK RAPIDS	10000	500		45.6050	-94.1392	
660	KEYZ	ND	WILLISTON	5000	5000		48.2389	-103.6503	
660	KCRO	NE	OMAHA	1000	54		41.3131	-96.0100	
660	WFAN	NY	NEW YORK	50000	50000		40.8597	-73.7858	
660	WXIC	OH	WAVERLY	1000			39.1306	-83.0128	
660	KXOR	OR	JUNCTION CITY	10000	75		44.2100	-123.1822	
660	WAMO	PA	WILKINSBURG	1400			40.4131	-79.8539	
660	WESC	SC	GREENVILLE	5000			34.8683	-82.4681	
660	KSKY	TX	BALCH SPRINGS	20000	700		33.0408	-96.9475	
660	WLOY	VA	RURAL RETREAT	550			36.9214	-81.2428	
660	KAPS	WA	MOUNT VERNON	10000	1000		48.4386	-122.3442	
670	KDLG	AK	DILLINGHAM	10000	10000		59.0453	-158.4520	
670	WYLS	AL	YORK	4800			32.5233	-88.2578	
670	KHGZ	AR	GLENWOOD	5000			34.3256	-93.5575	
670	KIRN	CA	SIMI VALLEY	5000	3000		34.3194	-118.7156	
670	KLTT	CO	COMMERCE CITY	50000	1400		39.9556	-104.7306	
670	WWFE	FL	MIAMI	50000	1000		25.8575	-80.4811	
670	KPUA	HI	HILO	5000	5000		19.7839	-155.0903	
670	KBOI	ID	BOISE	50000	50000		43.4289	-116.3286	
670	WSCR	IL	CHICAGO	50000	50000		41.9342	-88.0728	
670	KMZQ	NV	LAS VEGAS	25000	600		36.3844	-115.3514	
670	WLUI	PA	LEWISTOWN	5400			40.6074	-77.5789	
670	WRJR	VA	CLAREMONT	20000	3		37.1747	-76.8969	Silent
680	KBRW	AK	BARROW	10000	10000		71.2567	-156.5256	
680	KNBR	CA	SAN FRANCISCO	50000	50000		37.5472	-122.2333	
680	WGES	FL	ST. PETERSBURG	800	140		27.8564	-82.6239	
680	WCNN	GA	NORTH ATLANTA		10000		33.9617	-84.2633	
680	WCNN	GA	NORTH ATLANTA	50000			33.9617	-84.2633	
680	WCTT	KY	CORBIN	770	830		36.9025	-84.0806	
680	WHBE	KY	NEWBURG	1000	450		38.0919	-85.6822	
680	WRKO	MA	BOSTON	50000	50000		42.4903	-71.2181	
680	WCBM	MD	BALTIMORE	50000	20000		39.3742	-76.8581	
680	WNZK	MI	DEARBORN HEIGHTS		2500		42.0986	-83.3300	
680	WDBC	MI	ESCANABA	6000	1000		45.7631	-87.0947	
680	KFEQ	MO	ST. JOSEPH	5000	5000		39.8286	-94.8056	
680	KKGR	MT	EAST HELENA	5000			46.5689	-111.9089	
680	WPTF	NC	RALEIGH	50000			35.7939	-78.7614	
680	WPTF	NC	RALEIGH		50000		35.7939	-78.7614	
680	KWKA	NM	CLOVIS	500	500		34.3633	-103.2181	
680	WINR	NY	BINGHAMTON	5000	500		42.1147	-75.8544	
680	WISR	PA	BUTLER	250	50		40.8775	-79.9025	
680	WAPA	PR	SAN JUAN	10000	9500		18.4044	-65.9478	
680	WMFS	TN	MEMPHIS	8000	5000		35.2228	-90.0436	
680	KKYX	TX	SAN ANTONIO	50000	10000		29.5008	-98.8317	
680	KBRD	WA	LACEY	250			47.0622	-122.8303	
680	KOMW	WA	OMAK	5000			48.3944	-119.5333	
680	WOGO	WI	HALLIE	2500	500		44.8894	-91.3842	
680	WKAZ	WV	CHARLESTON	10000	221		38.3186	-81.5411	
690	WJOX	AL	BIRMINGHAM	50000	500		33.4508	-86.9222	
690	KAFN	AR	BENTON	250	73		34.5325	-92.5711	
690	KCEE	AZ	TUCSON	250	3		32.2531	-110.9622	
690	KWRP	CO	PUEBLO	250	24		38.2967	-104.6464	
690	KRGS	CO	RIFLE	900	12		39.5489	-107.7697	
690	WADS	CT	ANSONIA	3200			41.3461	-73.1142	
690	WOKV	FL	JACKSONVILLE	50000	25000		30.3078	-81.9397	
690	KHNR	HI	HONOLULU	10000	10000		21.2947	-157.8636	
690	KEII	ID	BLACKFOOT	1000	43		43.1678	-112.3689	
690	KGGF	KS	COFFEYVILLE	10000	5000		37.1464	-95.4783	
690	WQNO	LA	NEW ORLEANS	9100	2100		29.9633	-89.9586	
690	WNZK	MI	DEARBORN HEIGHTS	2500			42.0986	-83.3300	
690	KFXN	MN	MINNEAPOLIS	1700	5		45.0233	-93.3814	
690	KSTL	MO	ST. LOUIS	1000	18		38.6169	-90.1714	
690	KOLT	NE	TERRYTOWN	1000	65		41.8486	-103.6672	
690	KRCO	OR	PRINEVILLE	1000	77		44.3411	-120.9067	
690	WPHE	PA	PHOENIXVILLE	1000			40.1356	-75.5603	
690	KTSM	TX	EL PASO	10000	10000		31.9697	-106.3542	
690	KPET	TX	LAMESA	250	250		32.7075	-101.9364	
690	WZAP	VA	BRISTOL	10000	14		36.6309	-82.1592	
690	WVCY	WI	OSHKOSH	250	77		44.0808	-88.5647	
690	WELD	WV	FISHER	3000	14	500	39.0522	-79.0058	
700	KBYR	AK	ANCHORAGE	10000	10000		61.2069	-149.9222	
700	WARB	AL	DOTHAN	1600			31.4386	-85.2894	
700	KMBX	CA	SOLEDAD	2500	700		36.4642	-121.2978	
700	WPVQ	MA	ORANGE-ATHOL	2500			42.5847	-72.2811	
700	WDMV	MD	WALKERSVILLE	5000			39.4575	-77.3242	
700	WZOO	NC	ASHEBORO	1000		1000	35.7639	-79.8344	
700	KDAZ	NM	ALBUQUERQUE	450	55		35.0086	-106.7144	
700	WLW	OH	CINCINNATI	50000	50000		39.3531	-84.3250	
700	KGRV	OR	WINSTON	23000	470		43.1444	-123.4592	
700	KSEV	TX	TOMBALL	15000			30.1928	-95.5944	
700	KSEV	TX	TOMBALL		1000		30.1928	-95.5944	
700	KHSE	TX	WYLIE	1500	920		33.0336	-96.2986	
700	KALL	UT	NORTH SALT LAKE CITY	50000	10000		40.8914	-111.9414	
700	KXLX	WA	AIRWAY HEIGHTS	10000	600		47.6086	-117.3736	
710	WNTM	AL	MOBILE	1000	1000		30.7203	-88.0594	
710	KBMB	AZ	BLACK CANYON CITY	22000	3900		34.0806	-112.1536	
710	KFIA	CA	CARMICHAEL	25000	1000		38.8328	-121.3175	
710	KNUS	CO	DENVER	5000	5000		39.9553	-104.8503	
710	WAQI	FL	MIAMI	50000	50000		25.9686	-80.3789	
710	WUFF	GA	EASTMAN	2500			32.2217	-83.2178	
710	WROM	GA	ROME	1000			34.2531	-85.1553	
710	KEEL	LA	SHREVEPORT	50000	5000		32.6817	-93.8594	
710	KCMO	MO	KANSAS CITY	10000	5000		39.3189	-94.4967	
710	WKOO	NC	ROSE HILL	2500			34.8633	-78.0378	
710	KXMR	ND	BISMARCK	4000	4000		46.6689	-100.7758	
710	WOR	NY	NEW YORK	50000	50000		40.7972	-74.0900	
710	WKJB	PR	MAYAGUEZ	10000	750		18.1692	-67.1506	
710	WPOG	SC	ST. MATTHEWS	1000			33.6178	-80.7806	
710	WTPR	TN	PARIS	750			36.2797	-88.3422	
710	WYJV	TN	SMYRNA	250			35.9753	-86.5544	
710	KGNC	TX	AMARILLO	10000	10000		35.4197	-101.5567	
710	KURV	TX	EDINBURG		910		26.3283	-98.1600	
710	KURV	TX	EDINBURG	1000			26.3286	-98.1597	
710	KIRO	WA	SEATTLE	50000	50000		47.3986	-122.4333	
710	WDSM	WI	SUPERIOR	10000	5000		46.6536	-92.1472	
720	KOTZ	AK	KOTZEBUE	10000	10000		66.8394	-162.5681	
720	WRZN	FL	HERNANDO	10000	250		28.9225	-82.3725	
720	WGST	GA	HOGANSVILLE	7970			33.0650	-84.9564	
720	WGN	IL	CHICAGO	50000	50000		42.0117	-88.0353	
720	WGCR	NC	PISGAH FOREST	50000		15000	35.2528	-82.6744	
720	KDWN	NV	LAS VEGAS	25000	7500		36.2678	-115.0450	
720	KFIR	OR	SWEET HOME	10000	146		44.5953	-123.1261	
720	WHYF	PA	SHIREMANSTOWN	2000			40.1911	-76.9525	
720	KSAH	TX	UNIVERSAL CITY	10000	890		29.5308	-98.1775	
730	WUMP	AL	MADISON	1000			34.6961	-86.7386	
730	WUMP	AL	MADISON		129		34.6961	-86.7386	
730	KQPN	AR	WEST MEMPHIS	1000	1000		35.2461	-90.1469	
730	WWTK	FL	LAKE PLACID	500	340		27.4069	-81.4322	
730	WSTT	GA	THOMASVILLE	5000	27		30.7131	-84.1389	
730	KDBI	ID	BOISE	15000	500		43.5156	-116.3286	
730	KLOE	KS	GOODLAND	1000	20		39.3344	-101.7578	
730	WFMW	KY	MADISONVILLE	500	215		37.3586	-87.4958	
730	WACE	MA	CHICOPEE	5000	8		42.1672	-72.6253	
730	WJTO	ME	BATH	1000	6		43.8775	-69.8469	
730	WVFN	MI	EAST LANSING	500	50		42.6458	-84.5606	
730	KWOA	MN	WORTHINGTON	1000	159		43.6300	-95.6781	
730	KWRE	MO	WARRENTON	1000	120		38.8222	-91.1375	
730	KYYA	MT	BILLINGS	5000	236		45.7581	-108.4981	
730	WZGV	NC	CRAMERTON	10000	165		35.2667	-80.9014	
730	WFMC	NC	GOLDSBORO	1000	94		35.3736	-78.0114	
730	WDOS	NY	ONEONTA	1000	8		42.4578	-75.0053	
730	WJYM	OH	BOWLING GREEN	1000	359		41.5325	-83.5653	
